,0
328,12.27606501735021
329,11.26446410567173
330,11.686878772093667
331,11.842229212112828
332,12.556729517143344
333,12.240474072247506
334,12.165250651009918
335,12.341258918085241
336,12.841129801965447
337,12.273731294003989
338,12.218495165528731
339,11.951180395901384
340,12.220468525813907
341,11.314474526246391
342,11.379394072345706
343,12.491251587763836
344,11.350406535472453
345,11.850825253582627
346,11.928340903931561
347,11.967180737247824
348,11.944707881395766
349,12.988040814744458
350,12.669998467265833
351,12.154779351142624
352,11.461632170582678
353,11.570250531589497
354,11.84939770159144
355,12.086725887897607
356,12.061046873479915
357,11.805595078933049
358,11.77528972943772
359,12.542544882151386
360,11.957611286231675
361,11.884489021402711
362,12.198544379109382
363,11.678439903447801
364,12.154779351142624
365,11.898187865760873
366,11.976659481202368
367,12.013700752882718
368,11.790557201568507
369,11.99535161421452
370,12.05757263721173
371,11.808813773969108
372,11.736069016284437
373,11.719939634354555
374,12.299107511497363
375,11.018629143155449
376,11.904967552746252
377,12.736700896592344
378,12.885202034321916
379,12.095141084822892
380,11.751942365440728
381,12.142866569626381
382,12.271392111650817
383,11.238488619268468
384,12.388394202324129
385,12.165250651009918
386,11.302204433654575
387,11.736069016284437
388,12.160028707028767
389,12.962194625251508
390,11.686878772093667
391,12.2783933071098
392,11.575900264131617
393,11.512925464970229
394,11.59910316121128
395,11.76756768334381
396,11.719939634354555
397,12.040608205802641
398,11.112447898373103
399,12.392552212472792
400,12.411052226216713
401,12.01364014498549
402,11.589886506106357
403,12.460714863903755
404,12.031719258385396
405,11.918390573078392
406,11.652687407345388
407,12.083905011555967
408,12.542544882151386
409,12.73596533201339
410,11.002099841204238
411,11.884489021402711
412,12.310432660854417
413,11.652687407345388
414,12.337100907936577
415,12.106992367829498
416,11.915051671812877
417,12.384218830913648
418,11.744037185933616
419,11.863582336583399
420,12.237086699059343
421,12.2783933071098
422,11.635143097694478
423,12.66032791780777
424,11.842229212112828
425,11.813030057420567
426,12.524526376648708
427,11.59917655301345
428,12.182804018590819
429,12.072541252905651
430,11.355101379776661
431,11.288531131754366
432,11.715866308966918
433,12.106252310247962
434,11.302204433654575
435,12.26434155365415
436,11.661345470088502
437,11.686878772093667
438,11.411446296020374
439,11.608235644774552
440,13.226723392728571
441,11.678439903447801
442,12.000891794590137
443,12.058152515453552
444,12.254862809699606
445,11.755871643580617
446,12.154779351142624
447,12.205572520488492
448,11.691071650353702
449,11.695247021764184
450,11.608235644774552
451,12.542544882151386
452,12.225875272826354
453,12.254862809699606
454,12.144197241812087
455,12.075394321888057
456,11.49272275765271
457,12.4529327234617
458,11.9891596439666
459,11.608235644774552
460,12.481561937216318
461,11.951180395901384
462,11.041048081342682
463,12.147913731356642
464,11.728036844587175
465,12.093687514935382
466,12.025749091398891
467,11.894780707439258
468,12.429216196844383
469,12.138863895836725
470,12.26434155365415
471,12.154779351142624
472,11.904967552746252
473,12.994530005894443
474,12.43320821811392
475,11.794337924408413
476,12.249610947544657
477,12.84792653170257
478,12.601487417784837
479,11.401669829409995
480,12.694652660348845
481,12.832011076396668
482,11.951180395901384
483,12.007621706806335
484,11.794337924408413
485,11.898187865760873
486,11.957611286231675
487,12.072541252905651
488,11.982929094215963
489,11.362102575235644
490,11.652687407345388
491,11.79810440720389
492,12.059803326028716
493,11.951180395901384
494,11.421906066583059
495,10.460242108190519
496,12.971540487669746
497,12.122691036591123
498,11.77528972943772
499,11.695247021764184
500,11.635143097694478
501,12.33138283649562
502,11.84939770159144
503,12.57418196709457
504,11.898187865760873
505,11.732060994886899
506,12.2783933071098
507,12.246734627249063
508,11.9891596439666
509,11.732060994886899
510,12.01309450854769
511,12.219309648562168
512,11.77452020265869
513,11.805595078933049
514,11.477298287327077
515,12.906346868281233
516,11.970350312009105
517,12.487485104968359
518,12.259613412458204
519,12.363076394339839
520,11.573550086786664
521,11.918390573078392
522,11.976659481202368
523,12.662706040212738
524,12.078239274020289
525,11.790557201568507
526,13.008659261632127
527,11.362102575235644
528,12.209187788430318
529,12.072541252905651
530,11.759785542901755
531,11.585246126549855
532,10.578979797857352
533,12.089538829274222
534,11.585246126549855
535,12.144197241812087
536,11.619535200028487
537,11.970350312009105
538,12.513557345278134
539,12.66032791780777
540,12.421184025147118
541,12.270220465353926
542,11.79810440720389
543,12.09884928474215
544,12.341477282536376
545,12.254862809699606
546,11.771436160121729
547,11.736069016284437
548,12.479909311159902
549,11.84939770159144
550,11.630708500626612
551,12.450977688625896
552,11.589886506106357
553,12.556729517143344
554,11.635143097694478
555,11.856515169360305
556,11.589886506106357
557,12.072541252905651
558,12.363076394339839
559,11.70766954176274
560,12.043553716032399
561,11.589886506106357
562,12.128111104060462
563,12.498742259492994
564,11.759785542901755
565,12.691580461311874
566,12.273731294003989
567,12.66539442642905
568,11.820116003810051
569,11.867798786962332
570,11.695247021764184
571,12.321630986164447
572,12.043553716032399
573,11.842229212112828
574,11.682668239557323
575,11.884489021402711
576,12.010665849187564
577,11.891361900690473
578,11.786762130599957
579,12.111212364506214
580,12.442302200392747
581,11.682668239557323
582,12.691580461311874
583,11.79810440720389
584,12.820987977820545
585,11.77528972943772
586,11.827736204810263
587,11.870599909242044
588,11.283512300642423
589,12.132964173709535
590,13.021326833226556
591,11.835008964139341
592,11.84939770159144
593,11.608235644774552
594,12.672946381766982
595,11.648365035864053
596,12.17664898415669
597,12.289954129510877
598,11.925035115797062
599,12.524526376648708
600,11.856515169360305
601,12.301382825334498
602,11.925035115797062
603,12.30591798049989
604,12.230765258120545
605,11.931635799828413
606,12.323855681186558
607,12.791356180214175
608,11.682668239557323
609,12.65395846952229
610,11.904967552746252
611,12.474189562487116
612,11.898187865760873
613,11.231887935237117
614,11.831379196088763
615,12.118333731222167
616,11.566466231898259
617,12.659734090733718
618,12.628067055589549
619,11.112447898373103
620,12.388394202324129
621,11.813030057420567
622,12.034691028774553
623,12.014609430818936
624,11.982929094215963
625,11.848683160653573
626,11.938193200374572
627,11.813030057420567
628,12.034691028774553
629,11.728036844587175
630,12.25247901834433
631,11.320553572322773
632,11.845102777308561
633,11.877568578558138
634,12.206072645530174
635,11.002099841204238
636,11.440354772135393
637,11.350406535472453
638,12.485827127509431
639,12.520883385370206
640,12.328290278254423
641,12.751299696013497
642,11.931635799828413
643,12.823628446539173
644,11.872346634576987
645,11.495779306135258
646,11.951180395901384
647,11.951180395901384
648,11.344506813345266
649,12.235388699864227
650,11.589886506106357
651,12.160028707028767
652,11.813030057420567
653,12.765688433465597
654,11.385092093460344
655,11.887931365593685
656,11.911701584927597
657,11.487607656985938
658,12.025749091398891
659,12.195517131590657
660,12.904207367601158
661,11.608235644774552
662,11.831379196088763
663,12.955127458028414
664,12.348006141418841
665,11.76756768334381
666,12.173032791451973
667,12.031719258385396
668,11.831379196088763
669,12.063932878369052
670,11.54829260880752
671,12.013700752882718
672,12.458774999085929
673,11.84939770159144
674,11.908340237224891
675,11.37366339763672
676,11.603679828238693
677,12.827992316801751
678,11.763684183317412
679,11.870599909242044
680,11.979385322467598
681,12.061046873479915
682,12.560244459250788
683,12.30591798049989
684,12.24288661865289
685,12.336552511980964
686,11.910358401381128
687,12.8790171187726
688,12.17921519136029
689,11.856515169360305
690,13.534473028231162
691,12.721885810807203
692,11.594321103174222
693,11.86005499606543
694,12.078239274020289
695,11.396391648714276
696,11.72399643505017
697,11.83862560460953
698,12.185869938212655
699,12.652359748158593
700,11.84939770159144
701,12.799175708864519
702,11.84939770159144
703,12.269047444691562
704,10.915088464214607
705,12.618182296357007
706,12.445089546000673
707,12.09815330331068
708,11.607326140391713
709,10.858998997563564
710,11.540307141711446
711,12.14950229404178
712,11.76756768334381
713,11.779128505744886
714,12.013700752882718
715,11.979799201207037
716,11.964001084330445
717,12.739637756265655
718,11.763684183317412
719,12.524526376648708
720,11.870599909242044
721,11.732060994886899
722,11.813030057420567
723,12.676076274775909
724,11.699405031912846
725,12.310432660854417
726,12.178187442040638
727,11.608235644774552
728,11.542484267211773
729,12.373703486914124
730,12.141534124392603
731,12.312682380588432
732,11.786001385032646
733,11.589886506106357
734,12.0015054797889
735,11.44571671527678
736,12.387977448827787
737,12.095141084822892
738,12.154779351142624
739,11.790557201568507
740,11.863582336583399
741,12.095141084822892
742,12.072541252905651
743,12.100712129872347
744,12.610870864650634
745,12.371587084007746
746,12.491172637278908
747,12.46997418931655
748,11.49272275765271
749,11.477298287327077
750,11.99535161421452
751,12.287652632522597
752,12.526342907575106
753,11.957611286231675
754,12.058152515453552
755,12.26434155365415
756,11.976030352524807
757,12.097373228606832
758,12.577636201962656
759,11.755871643580617
760,11.512925464970229
761,12.279323107269766
762,12.727838209334498
763,12.506177237980511
764,12.484204257170104
765,12.188417710291453
766,11.982929094215963
767,12.28690119819279
768,13.195613839143922
769,11.812289042195847
770,11.532728092266408
771,11.580584113444043
772,11.648330101976432
773,12.886641043883259
774,11.99535161421452
775,12.308177868467327
776,11.867097278690842
777,11.877568578558138
778,11.813030057420567
779,12.078239274020289
780,12.077670930725649
781,12.139398512262181
782,12.016726473799254
783,11.759785542901755
784,11.992260421644849
785,11.842229212112828
786,12.358793732547838
787,11.588960151246226
788,12.141534124392603
789,11.984178313616395
790,11.896826395162552
791,12.50539915757667
792,12.323855681186558
793,12.178187442040638
794,12.049418835484797
795,11.874090314181814
796,11.608235644774552
797,13.091904169919621
798,12.072541252905651
799,12.206072645530174
800,11.607326140391713
801,12.14950229404178
802,13.275827535915461
803,11.678439903447801
804,12.33569641332368
805,11.816726919301892
806,12.31716669303576
807,11.982616545377663
808,11.571194373094205
809,12.106252310247962
810,11.881034786534624
811,10.932981961904135
812,11.969717200243734
813,11.661345470088502
814,12.323411137947407
815,11.827736204810263
816,12.509874099861838
817,11.951180395901384
818,12.319401330837177
819,12.117241431823558
820,11.440354772135393
821,12.323855681186558
822,11.845819880243557
823,12.3570755190667
824,12.86099861326992
825,11.603679828238693
826,12.14950229404178
827,12.128111104060462
828,11.900905258737373
829,12.01974306733868
830,11.925035115797062
831,12.375815420117268
832,12.025749091398891
833,11.8490404949436
834,11.759785542901755
835,11.941455846009388
836,11.512925464970229
837,11.877568578558138
838,11.779128505744886
839,11.84939770159144
840,11.967180737247824
841,12.071969661006694
842,11.856515169360305
843,11.94405831982697
844,12.049418835484797
845,12.269047444691562
846,11.801856756822442
847,12.388394202324129
848,12.138863895836725
849,11.786762130599957
850,12.2783933071098
851,12.007621706806335
852,11.970350312009105
853,12.043553716032399
854,11.751942365440728
855,11.898187865760873
856,12.066810578196666
857,11.931635799828413
858,12.429216196844383
859,12.154516158615772
860,11.786762130599957
861,11.931635799828413
862,11.794337924408413
863,12.431533509799543
864,11.908340237224891
865,12.424806488355683
866,11.76756768334381
867,12.037653993905211
868,12.371587084007746
869,11.603679828238693
870,12.20856952572876
871,11.661345470088502
872,11.79810440720389
873,11.104957226643945
874,12.623061104072981
875,11.792449349720545
876,12.765688433465597
877,11.904967552746252
878,11.824079893607152
879,11.964001084330445
880,12.141534124392603
881,12.089538829274222
882,11.682668239557323
883,11.512925464970229
884,12.703509032177148
885,11.884489021402711
886,11.816726919301892
887,12.498742259492994
888,11.915051671812877
889,11.719126295554126
890,12.058152515453552
891,11.947949375319936
892,12.013700752882718
893,11.685684782260491
894,11.84939770159144
895,11.575900264131617
896,11.870271183889114
897,13.323926946863102
898,11.813030057420567
899,11.608235644774552
900,11.938193200374572
901,12.100712129872347
902,12.388394202324129
903,11.740061037553975
904,11.759785542901755
905,12.449018824140563
906,12.429216196844383
907,11.782952602183288
908,12.066810578196666
909,11.946654038351252
910,11.874090314181814
911,11.385092093460344
912,11.884489021402711
913,12.065274916913605
914,11.225243392518447
915,10.47194980911048
916,11.813030057420567
917,12.380025952653611
918,12.081076155355488
919,12.211060187041213
920,11.890676734510876
921,12.043494890772815
922,12.170445467887022
923,12.24288661865289
924,12.072541252905651
925,12.560244459250788
926,12.078239274020289
927,12.373703486914124
928,12.310432660854417
929,12.211060187041213
930,11.67419361256635
931,12.676076274775909
932,12.154779351142624
933,12.396693005138824
934,11.288531131754366
935,12.127570417375216
936,12.441144767709657
937,12.38755635142507
938,12.406561506279576
939,11.924372644755941
940,12.273731294003989
941,11.918390573078392
942,11.870599909242044
943,11.831379196088763
944,11.73526869611367
945,11.870599909242044
946,12.506177237980511
947,12.167851432709975
948,12.193493863323313
949,11.76756768334381
950,11.694413341015606
951,11.804848531679264
952,12.05524975579559
953,11.755871643580617
954,11.884489021402711
955,11.728036844587175
956,11.790557201568507
957,12.128111104060462
958,11.951180395901384
959,11.665646551987892
960,12.513557345278134
961,11.951180395901384
962,12.384218830913648
963,12.277928082630602
964,12.09458226949681
965,11.982929094215963
966,11.813030057420567
967,10.542706391070517
968,11.84939770159144
969,11.813030057420567
970,12.061046873479915
971,11.507912923146684
972,12.111761966058932
973,12.028738630247258
974,12.013700752882718
975,11.356271654924852
976,12.205572520488492
977,11.608235644774552
978,11.842229212112828
979,12.091783499128047
980,12.724866438945341
981,11.982272628789678
982,12.45254202214788
983,11.744037185933616
984,11.736069016284437
985,11.669929213779893
986,12.88712700173598
987,12.180754837545884
988,12.190959007720126
989,12.759957758756611
990,12.031719258385396
991,12.138863895836725
992,12.066235700342375
993,12.729320789294722
994,11.708492248514204
995,11.824079893607152
996,12.128111104060462
997,11.418614785498987
998,12.235631447771718
999,11.314474526246391
1000,11.362102575235644
1001,12.354492650648448
1002,11.827042533619087
1003,12.106252310247962
1004,11.917723684090689
1005,12.004568269319446
1006,11.385092093460344
1007,12.388394202324129
1008,11.532728092266408
1009,11.813030057420567
1010,11.512925464970229
1011,12.013700752882718
1012,11.350406535472453
1013,11.688558033613386
1014,12.332705296463539
1015,12.220961258023925
1016,12.141534124392603
1017,11.982929094215963
1018,12.27134527214637
1019,12.078239274020289
1020,12.175613438045465
1021,11.37366339763672
1022,12.160028707028767
1023,12.567237494741757
1024,11.630708500626612
1025,12.028738630247258
1026,12.588190652108505
1027,11.56171562913966
1028,11.678439903447801
1029,11.982929094215963
1030,12.190959007720126
1031,12.644327576461329
1032,12.345834587905333
1033,11.693161515273161
1034,11.33857207782545
1035,12.661913960963405
1036,12.567237494741757
1037,11.48246625748552
1038,11.289781913656018
1039,11.951180395901384
1040,12.061046873479915
1041,12.185869938212655
1042,12.477167914377556
1043,12.535376392672774
1044,11.84653646931041
1045,13.229567991666638
1046,11.884489021402711
1047,11.652687407345388
1048,11.349229372299439
1049,12.080991165908294
1050,12.206777397134413
1051,12.013700752882718
1052,11.881034786534624
1053,12.449018824140563
1054,12.100712129872347
1055,12.132695175725399
1056,12.421184025147118
1057,12.721885810807203
1058,12.301382825334498
1059,12.271392111650817
1060,11.302204433654575
1061,11.407564949312402
1062,11.612770799939945
1063,11.944707881395766
1064,12.70076888736628
1065,12.089538829274222
1066,12.031123843065632
1067,11.927680619985486
1068,11.813030057420567
1069,11.813030057420567
1070,11.944707881395766
1071,11.424094251263613
1072,11.979799201207037
1073,12.175613438045465
1074,12.299107511497363
1075,12.043553716032399
1076,11.840789327054841
1077,11.956970055045868
1078,11.744037185933616
1079,11.884489021402711
1080,11.79810440720389
1081,12.165250651009918
1082,11.982929094215963
1083,12.141534124392603
1084,11.898187865760873
1085,11.332601910838946
1086,12.437184366493561
1087,11.831379196088763
1088,12.190959007720126
1089,11.439278924801929
1090,11.982929094215963
1091,11.824079893607152
1092,11.891361900690473
1093,11.76756768334381
1094,12.08069081199846
1095,11.751942365440728
1096,12.043553716032399
1097,11.759785542901755
1098,11.964001084330445
1099,11.002099841204238
1100,11.691071650353702
1101,11.813030057420567
1102,11.979799201207037
1103,11.571194373094205
1104,12.691580461311874
1105,12.100156419938624
1106,12.523525876315125
1107,12.106252310247962
1108,12.542544882151386
1109,12.144197241812087
1110,12.230765258120545
1111,11.77452020265869
1112,11.809319478024031
1113,11.669929213779893
1114,12.669806661762314
1115,12.123234367221169
1116,11.77528972943772
1117,11.84939770159144
1118,11.803353763090035
1119,11.681824001432043
1120,12.26857785088157
1121,11.626254150277232
1122,11.678439903447801
1123,12.00701176473192
1124,11.652687407345388
1125,12.066810578196666
1126,12.464583340681674
1127,12.2783933071098
1128,11.84939770159144
1129,11.813030057420567
1130,11.44571671527678
1131,11.67419361256635
1132,12.386308695833106
1133,12.037653993905211
1134,11.532728092266408
1135,11.686878772093667
1136,11.451050061252142
1137,12.185869938212655
1138,11.877568578558138
1139,11.842229212112828
1140,12.193493863323313
1141,12.959538518762063
1142,11.289781913656018
1143,11.289781913656018
1144,11.911701584927597
1145,12.100712129872347
1146,12.069680020624618
1147,11.66907414746016
1148,11.870599909242044
1149,11.728036844587175
1150,11.917723684090689
1151,12.345834587905333
1152,11.699405031912846
1153,12.215032386901646
1154,12.292250341771226
1155,12.100156419938624
1156,12.345834587905333
1157,12.367885325692589
1158,12.128111104060462
1159,11.891361900690473
1160,12.319401330837177
1161,11.76756768334381
1162,11.598726943661342
1163,12.175613438045465
1164,12.359523080243038
1165,12.41044104151805
1166,12.061046873479915
1167,12.367340793126296
1168,13.345506928718539
1169,12.049418835484797
1170,12.0015054797889
1171,12.05466819137094
1172,12.20856952572876
1173,12.384218830913648
1174,12.560244459250788
1175,11.691071650353702
1176,11.652687407345388
1177,11.95053502640496
1178,11.440354772135393
1179,12.429216196844383
1180,12.8802918162046
1181,13.521139497361697
1182,11.695247021764184
1183,12.137258329529814
1184,11.560762794384388
1185,11.461632170582678
1186,12.476099782743233
1187,12.180754837545884
1188,12.14950229404178
1189,12.031719258385396
1190,12.066810578196666
1191,11.736069016284437
1192,12.013700752882718
1193,11.970350312009105
1194,12.078239274020289
1195,12.297785453453374
1196,11.877568578558138
1197,12.089538829274222
1198,11.904967552746252
1199,11.661776411702583
1200,12.195517131590657
1201,11.669929213779893
1202,12.269047444691562
1203,11.941455846009388
1204,12.513189630620563
1205,11.580584113444043
1206,12.206072645530174
1207,11.84939770159144
1208,12.577636201962656
1209,12.14950229404178
1210,12.007621706806335
1211,11.635143097694478
1212,11.884489021402711
1213,11.809319478024031
1214,11.736069016284437
1215,11.626254150277232
1216,12.343466568968994
1217,11.296012463406655
1218,11.424094251263613
1219,11.652687407345388
1220,11.805595078933049
1221,11.870599909242044
1222,11.834284063781393
1223,12.122691036591123
1224,11.884489021402711
1225,12.273731294003989
1226,11.898187865760873
1227,12.813917896253697
1228,11.751942365440728
1229,12.154779351142624
1230,11.794337924408413
1231,11.53076538309856
1232,11.863582336583399
1233,11.77528972943772
1234,11.841415931849784
1235,12.075394321888057
1236,12.180754837545884
1237,11.867097278690842
1238,12.490875577231112
1239,12.323411137947407
1240,12.422505731952896
1241,12.043553716032399
1242,13.049792684569493
1243,12.345834587905333
1244,12.089538829274222
1245,12.136186518066006
1246,12.042965307660024
1247,11.771436160121729
1248,11.686878772093667
1249,12.404923504275338
1250,12.053795210084596
1251,11.77528972943772
1252,12.591335046320818
1253,12.016122061571728
1254,11.755871643580617
1255,12.616525295149378
1256,11.511924964636645
1257,12.154779351142624
1258,11.925035115797062
1259,12.106252310247962
1260,11.766792188927278
1261,11.992260421644849
1262,12.103486056755072
1263,12.106252310247962
1264,12.122147410592412
1265,11.711776323715394
1266,12.84397135185964
1267,12.850554654108839
1268,11.877568578558138
1269,12.468436909997665
1270,12.132156962580005
1271,11.827736204810263
1272,12.083905011555967
1273,11.842229212112828
1274,11.827736204810263
1275,11.99535161421452
1276,12.195517131590657
1277,12.375815420117268
1278,11.133128103610641
1279,12.332705296463539
1280,12.100712129872347
1281,11.921718363171067
1282,11.842229212112828
1283,12.037653993905211
1284,11.794337924408413
1285,11.870599909242044
1286,12.154779351142624
1287,12.535376392672774
1288,12.546109948315882
1289,12.103486056755072
1290,11.691071650353702
1291,11.585246126549855
1292,12.000891794590137
1293,11.652687407345388
1294,11.83862560460953
1295,11.951180395901384
1296,11.84939770159144
1297,11.944707881395766
1298,12.323855681186558
1299,12.086725887897607
1300,12.577636201962656
1301,12.354492650648448
1302,11.77528972943772
1303,12.691580461311874
1304,12.218495165528731
1305,11.835008964139341
1306,11.898187865760873
1307,12.096257779522967
1308,12.721885810807203
1309,12.220961258023925
1310,12.618182296357007
1311,12.716402146247475
1312,11.686878772093667
1313,12.239990863733635
1314,12.596400426884427
1315,12.249610947544657
1316,12.524526376648708
1317,11.617285480294472
1318,11.960811288962345
1319,11.191341840842766
1320,12.154779351142624
1321,11.320553572322773
1322,11.898187865760873
1323,10.915088464214607
1324,11.27720313144916
1325,11.779128505744886
1326,12.4529327234617
1327,12.081076155355488
1328,12.332705296463539
1329,11.794337924408413
1330,11.512925464970229
1331,11.740061037553975
1332,11.736069016284437
1333,12.031123843065632
1334,11.813030057420567
1335,10.868568448579715
1336,12.206072645530174
1337,11.763684183317412
1338,11.719939634354555
1339,11.951180395901384
1340,12.339291489316397
1341,12.083905011555967
1342,11.956553034172742
1343,11.594505451962652
1344,12.478006361013815
1345,12.554836882168736
1346,12.2783933071098
1347,11.711776323715394
1348,12.206072645530174
1349,12.049418835484797
1350,11.812289042195847
1351,12.92391243868049
1352,12.367340793126296
1353,12.043553716032399
1354,11.608235644774552
1355,11.917723684090689
1356,12.086725887897607
1357,12.66032791780777
1358,12.14950229404178
1359,12.468436909997665
1360,11.560762794384388
1361,11.963567869487337
1362,11.87862357740665
